,airport_id,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TzDatabase,Type,Source
5224,6880,Montrose Regional Airport,Montrose CO,United States,MTJ,KMTJ,38.5097999573,-107.89399719200001,5759,-7,A,America/Denver,airport,OurAirports
5225,6881,Riverton Regional Airport,Riverton WY,United States,RIW,KRIW,43.064201355,-108.459999084,5525,-7,A,America/Denver,airport,OurAirports
5226,6883,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,KPDT,45.695098877,-118.84100341799999,1497,-8,A,America/Los_Angeles,airport,OurAirports
5243,6916,Pangborn Memorial Airport,Wenatchee,United States,EAT,KEAT,47.3988990784,-120.20700073200001,1249,-8,A,America/Los_Angeles,airport,OurAirports
5246,6922,Kirensk Airport,Kirensk,Russia,KCK,UIKK,57.773,108.064,840,8,N,Asia/Irkutsk,airport,OurAirports
5247,6924,Ust-Kut Airport,Ust-Kut,Russia,UKX,UITT,56.8567008972168,105.7300033569336,2188,8,N,Asia/Irkutsk,airport,OurAirports
5248,6926,Rimatara Airport,Rimatara,French Polynesia,RMT,NTAM,-22.63725,-152.8059,60,-10,U,\N,airport,OurAirports
5254,6932,Taganrog Yuzhny Airport,Taganrog,Russia,TGK,URRT,47.1983333,38.849166700000005,117,3,N,Europe/Moscow,airport,OurAirports
5255,6933,Gelendzhik Airport,Gelendzhik,Russia,GDZ,URKG,44.582092629499996,38.0124807358,98,3,N,Europe/Moscow,airport,OurAirports
5261,6940,Tunoshna Airport,Yaroslavl,Russia,IAR,UUDL,57.56069946289063,40.15739822387695,287,3,N,Europe/Moscow,airport,OurAirports
5262,6943,Gu-Lian Airport,Mohe County,China,OHE,ZYMH,52.912777777799995,122.43,1836,8,U,Asia/Shanghai,airport,OurAirports
5263,6944,Jining Qufu Airport,Jining,China,JNG,ZLJN,35.292778000000006,116.346667,134,8,U,Asia/Shanghai,airport,OurAirports
5264,6945,Drake Bay Airport,Puntarenas,Costa Rica,DRK,MRDK,8.71889019012,-83.6417007446,12,-6,N,America/Costa_Rica,airport,OurAirports
5265,6946,Altay Air Base,Altay,China,AAT,ZWAT,47.7498855591,88.0858078003,2460,8,U,Asia/Shanghai,airport,OurAirports
5266,6947,Tuzla International Airport,Null,Bosnia and Herzegovina,TZL,LQTZ,44.45869827270508,18.72480010986328,784,1,E,Europe/Sarajevo,airport,OurAirports
5268,6949,Naypyidaw Airport,Naypyidaw,Burma,NYT,VYEL,19.623501,96.20099599999999,302,6.5,U,Asia/Rangoon,airport,OurAirports
5272,6954,Manzhouli Xijiao Airport,Manzhouli,China,NZH,ZBMZ,49.566666999999995,117.33,2231,8,U,Asia/Shanghai,airport,OurAirports
5273,6955,Wuhai Airport,Wuhai,China,WUA,ZBUH,39.7934,106.7993,3650,8,U,Asia/Shanghai,airport,OurAirports
5275,6957,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,46.39830017,-94.13809967,1232,-6,U,America/Chicago,airport,OurAirports
5276,6958,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.8582992554,-80.3994979858,2302,-5,U,America/New_York,airport,OurAirports
5277,6959,Pitt Greenville Airport,Greenville,United States,PGV,KPGV,35.6352005,-77.38529968,26,-5,A,America/New_York,airport,OurAirports
5278,6960,Chefornak Airport,Chefornak,United States,CYF,PACK,60.1492004395,-164.285995483,40,-9,A,America/Anchorage,airport,OurAirports
5280,6962,Branson Airport,Branson,United States,BKG,KBBG,36.532082,-93.200544,1302,-6,A,America/Chicago,airport,OurAirports
5281,6963,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,27.883333,109.308889,0,8,U,Asia/Shanghai,airport,OurAirports
5282,6964,Jinggangshan Airport,Jian,China,JGS,ZSJA,26.8568992615,114.73699951200001,281,8,U,Asia/Shanghai,airport,OurAirports
5285,6969,Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,55.56470108032226,52.09249877929688,643,3,N,Europe/Moscow,airport,OurAirports
5286,6972,Warri Airport,Osubi,Nigeria,QRW,DNSU,5.5961099999999995,5.81778,242,1,U,Africa/Lagos,airport,OurAirports
5288,6974,Siargao Airport,Siargao,Philippines,IAO,RPNS,9.8591,126.014,10,8,N,Asia/Manila,airport,OurAirports
5293,6989,Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,KSGJ,29.9592,-81.339798,10,-5,A,America/New_York,airport,OurAirports
5296,6992,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS,38.50899887,-122.8130035,128,-8,A,America/Los_Angeles,airport,OurAirports
5305,7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports
5306,7003,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,UWLL,54.268299102799986,48.226699829100006,463,4,N,Europe/Samara,airport,OurAirports
5316,7018,Thief River Falls Regional Airport,Thief River Falls,United States,TVF,KTVF,48.06570053,-96.18499756,1119,-6,A,America/Chicago,airport,OurAirports
5334,7051,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC,38.53390121,-106.9329987,7680,-7,A,America/Denver,airport,OurAirports
5337,7054,Manistee Co Blacker Airport,Manistee,United States,MBL,KMBL,44.2723999,-86.24690247,621,-5,A,America/New_York,airport,OurAirports
5338,7056,Charlotte County Airport,Punta Gorda,United States,PGD,KPGD,26.92020035,-81.99050140000001,26,-5,A,America/New_York,airport,OurAirports
5340,7059,Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,KJHW,42.15340042,-79.25800323,1723,-5,A,America/New_York,airport,OurAirports
5343,7062,Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,KSHD,38.2638015747,-78.8964004517,1201,-5,A,America/New_York,airport,OurAirports
5345,7064,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,KDIK,46.7974014282,-102.80200195299999,2592,-7,A,America/Denver,airport,OurAirports
5346,7065,Sidney - Richland Regional Airport,Sidney,United States,SDY,KSDY,47.706902,-104.193001,1985,-7,A,America/Denver,airport,OurAirports
5347,7066,Chadron Municipal Airport,Chadron,United States,CDR,KCDR,42.837600708000004,-103.095001221,3297,-7,A,America/Denver,airport,OurAirports
5348,7067,Alliance Municipal Airport,Alliance,United States,AIA,KAIA,42.0531997681,-102.804000854,3931,-7,A,America/Denver,airport,OurAirports
5349,7068,Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,KMCK,40.20629883,-100.59200290000001,2583,-6,A,America/Chicago,airport,OurAirports
5351,7070,Dawson Community Airport,Glendive,United States,GDV,KGDV,47.13869858,-104.8069992,2458,-7,A,America/Denver,airport,OurAirports
5352,7071,L M Clayton Airport,Wolf Point,United States,OLF,KOLF,48.0945014954,-105.57499694799999,1986,-7,A,America/Denver,airport,OurAirports
5354,7073,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,37.434898,-105.866997,7539,-7,A,America/Denver,airport,OurAirports
5355,7074,Canyonlands Field,Moab,United States,CNY,KCNY,38.75500107,-109.7549973,4557,-7,A,America/Denver,airport,OurAirports
5357,7076,Vernal Regional Airport,Vernal,United States,VEL,KVEL,40.4408989,-109.5100021,5278,-7,A,America/Denver,airport,OurAirports
5359,7078,Show Low Regional Airport,Show Low,United States,SOW,KSOW,34.265499115,-110.005996704,6415,-7,A,America/Phoenix,airport,OurAirports
5362,7081,Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,KMMH,37.62409973,-118.83799740000002,7135,-8,A,America/Los_Angeles,airport,OurAirports
5363,7082,Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,48.5219993591,-123.024002075,113,-8,A,America/Los_Angeles,airport,OurAirports
5364,7083,Orcas Island Airport,Eastsound,United States,ESD,KORS,48.708198547399995,-122.91000366200001,31,-8,A,America/Los_Angeles,airport,OurAirports
5367,7087,Emmonak Airport,Emmonak,United States,EMK,PAEM,62.78609848,-164.49099730000003,13,-9,A,America/Anchorage,airport,OurAirports
5368,7088,Unalakleet Airport,Unalakleet,United States,UNK,PAUN,63.88840103,-160.798996,27,-9,A,America/Anchorage,airport,OurAirports
5370,7090,Shageluk Airport,Shageluk,United States,SHX,PAHX,62.6922988892,-159.569000244,79,-9,A,America/Anchorage,airport,OurAirports
5371,7091,Chuathbaluk Airport,Chuathbaluk,United States,CHU,PACH,61.579102,-159.216003,244,-9,A,America/Anchorage,airport,OurAirports
5372,7092,Nuiqsut Airport,Nuiqsut,United States,NUI,PAQT,70.2099990845,-151.00599670399998,38,-9,A,America/Anchorage,airport,OurAirports
5373,7093,Eek Airport,Eek,United States,EEK,PAEE,60.21367264,-162.0438843,12,-9,A,America/Anchorage,airport,OurAirports
5374,7094,Kasigluk Airport,Kasigluk,United States,KUK,PFKA,60.87440109,-162.5240021,48,-9,A,America/Anchorage,airport,OurAirports
5375,7095,Kwethluk Airport,Kwethluk,United States,KWT,PFKW,60.790298461899994,-161.444000244,25,-9,A,America/Anchorage,airport,OurAirports
5376,7096,Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,59.876499,-163.169005,18,-9,A,America/Anchorage,airport,OurAirports
5377,7097,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,61.8642997742,-162.026000977,103,-9,A,America/Anchorage,airport,OurAirports
5378,7098,Russian Mission Airport,Russian Mission,United States,RSH,PARS,61.7788848877,-161.319458008,51,-9,A,America/Anchorage,airport,OurAirports
5381,7105,Chalkyitsik Airport,Chalkyitsik,United States,CIK,PACI,66.6449966431,-143.74000549299998,544,-9,A,America/Anchorage,airport,OurAirports
5383,7107,Hughes Airport,Hughes,United States,HUS,PAHU,66.04109955,-154.26300049999998,299,-9,A,America/Anchorage,airport,OurAirports
5384,7108,Huslia Airport,Huslia,United States,HSL,PAHL,65.69789886,-156.3509979,220,-9,A,America/Anchorage,airport,OurAirports
5385,7111,Nulato Airport,Nulato,United States,NUL,PANU,64.729301,-158.074005,399,-9,A,America/Anchorage,airport,OurAirports
5386,7114,Venetie Airport,Venetie,United States,VEE,PAVE,67.0086975098,-146.365997314,574,-9,A,America/Anchorage,airport,OurAirports
5387,7115,Beaver Airport,Beaver,United States,WBQ,PAWB,66.36219787600001,-147.406997681,359,-9,A,America/Anchorage,airport,OurAirports
5388,7116,Central Airport,Central,United States,CEM,PACE,65.57379913,-144.78300480000001,937,-9,A,America/Anchorage,airport,OurAirports
5389,7117,Shungnak Airport,Shungnak,United States,SHG,PAGH,66.88809967041,-157.16200256348,197,-9,A,America/Anchorage,airport,OurAirports
5391,7121,Visalia Municipal Airport,Visalia,United States,VIS,KVIS,36.3186988831,-119.392997742,295,-8,A,America/Los_Angeles,airport,OurAirports
5392,7122,Merced Regional Macready Field,Merced,United States,MCE,KMCE,37.28469849,-120.5139999,155,-8,A,America/Los_Angeles,airport,OurAirports
5396,7128,Toowoomba Airport,Toowoomba,Australia,TWB,YTWB,-27.542801,151.916,2086,10,N,Australia/Brisbane,airport,OurAirports
5401,7135,Angoon Seaplane Base,Angoon,United States,AGN,PAGN,57.503601,-134.58500700000002,0,-9,A,America/Anchorage,airport,OurAirports
5402,7136,Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,PAEL,58.1952018738,-136.347000122,0,-9,A,America/Anchorage,airport,OurAirports
5404,7142,Hoonah Airport,Hoonah,United States,HNH,PAOH,58.0961,-135.410111,19,-9,A,America/Anchorage,airport,OurAirports
5406,7146,Metlakatla Seaplane Base,Metakatla,United States,MTM,PAMM,55.131001,-131.578003,0,-9,A,America/Anchorage,airport,OurAirports
5407,7148,Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,55.206298828125,-132.8280029296875,0,-9,A,America/Anchorage,airport,OurAirports
5408,7154,Egegik Airport,Egegik,United States,EGX,PAII,58.1855010986,-157.375,92,-9,A,America/Anchorage,airport,OurAirports
5409,7157,Perryville Airport,Perryville,United States,KPV,PAPE,55.905998,-159.162993,29,-9,A,America/Anchorage,airport,OurAirports
5410,7158,Pilot Point Airport,Pilot Point,United States,PIP,PAPN,57.5803985596,-157.572006226,57,-9,A,America/Anchorage,airport,OurAirports
5411,7159,South Naknek Nr 2 Airport,South Naknek,United States,WSN,PFWS,58.7033996582,-157.007995605,162,-9,A,America/Anchorage,airport,OurAirports
5412,7160,Akhiok Airport,Akhiok,United States,AKK,PAKH,56.9387016296,-154.182998657,44,-9,A,America/Anchorage,airport,OurAirports
5413,7161,Karluk Airport,Karluk,United States,KYK,PAKY,57.5671005249,-154.449996948,137,-9,A,America/Anchorage,airport,OurAirports
5414,7162,Larsen Bay Airport,Larsen Bay,United States,KLN,PALB,57.535099029499996,-153.977996826,87,-9,A,America/Anchorage,airport,OurAirports
5415,7177,Ambler Airport,Ambler,United States,ABL,PAFM,67.1063,-157.856989,334,-9,A,America/Anchorage,airport,OurAirports
5416,7178,Buckland Airport,Buckland,United States,BKC,PABL,65.9815979004,-161.149002075,31,-9,A,America/Anchorage,airport,OurAirports
5417,7179,Bob Baker Memorial Airport,Kiana,United States,IAN,PAIK,66.9759979248,-160.43699646,166,-9,A,America/Anchorage,airport,OurAirports
5418,7180,Kobuk Airport,Kobuk,United States,OBU,PAOB,66.9123001099,-156.897003174,137,-9,A,America/Anchorage,airport,OurAirports
5419,7181,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV,PFNO,66.81790161,-161.01899719999997,55,-9,A,America/Anchorage,airport,OurAirports
5420,7182,Selawik Airport,Selawik,United States,WLK,PASK,66.60009766,-159.98599240000001,17,-9,A,America/Anchorage,airport,OurAirports
5421,7183,Brevig Mission Airport,Brevig Mission,United States,KTS,PFKT,65.3312988281,-166.46600341799999,38,-9,A,America/Anchorage,airport,OurAirports
5422,7184,Elim Airport,Elim,United States,ELI,PFEL,64.61470032,-162.2720032,162,-9,A,America/Anchorage,airport,OurAirports
5423,7185,Golovin Airport,Golovin,United States,GLV,PAGL,64.5504989624,-163.007003784,59,-9,A,America/Anchorage,airport,OurAirports
5424,7186,Teller Airport,Teller,United States,TLA,PATE,65.2404022217,-166.339004517,294,-9,A,America/Anchorage,airport,OurAirports
5425,7187,Wales Airport,Wales,United States,WAA,PAIW,65.62259300000001,-168.095,22,-9,A,America/Anchorage,airport,OurAirports
5426,7188,White Mountain Airport,White Mountain,United States,WMO,PAWM,64.689201355,-163.412994385,267,-9,A,America/Anchorage,airport,OurAirports
5427,7190,Koyuk Alfred Adams Airport,Koyuk,United States,KKA,PAKK,64.9394989014,-161.154006958,154,-9,A,America/Anchorage,airport,OurAirports
5428,7191,St Michael Airport,St. Michael,United States,SMK,PAMK,63.49010086,-162.1100006,98,-9,A,America/Anchorage,airport,OurAirports
5429,7192,Shaktoolik Airport,Shaktoolik,United States,SKK,PFSH,64.37110138,-161.223999,24,-9,A,America/Anchorage,airport,OurAirports
5430,7194,Tin City Long Range Radar Station Airport,Tin City,United States,TNC,PATC,65.56310272,-167.9219971,271,-9,A,America/Anchorage,airport,OurAirports
5431,7195,Atka Airport,Atka,United States,AKB,PAAK,52.22029877,-174.2059937,57,-10,A,America/Adak,airport,OurAirports
5432,7196,Nikolski Air Station,Nikolski,United States,IKO,PAKO,52.94160079956055,-168.8489990234375,77,-9,A,America/Anchorage,airport,OurAirports
5434,7199,Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.6800422668,-164.65992736799998,10,-9,A,America/Anchorage,airport,OurAirports
5435,7201,Kipnuk Airport,Kipnuk,United States,KPN,PAKI,59.9329986572,-164.031005859,11,-9,A,America/Anchorage,airport,OurAirports
5436,7202,False Pass Airport,False Pass,United States,KFP,PAKF,54.8474006652832,-163.41000366210938,20,-9,A,America/Anchorage,airport,OurAirports
5437,7203,Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,PAOU,56.007499694824,-161.16000366211,14,-9,A,America/Anchorage,airport,OurAirports
5439,7205,Klawock Airport,Klawock,United States,KLW,PAKW,55.5792007446,-133.076004028,80,-9,A,America/Anchorage,airport,OurAirports
5440,7206,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551,-161.845,42,-9,A,America/Anchorage,airport,OurAirports
5441,7207,Kotlik Airport,Kotlik,United States,KOT,PFKO,63.030601501499994,-163.533004761,15,-9,A,America/Anchorage,airport,OurAirports
5442,7208,Koyukuk Airport,Koyukuk,United States,KYU,PFKU,64.8760986328,-157.727005005,149,-9,A,America/Anchorage,airport,OurAirports
5443,7209,Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,61.84529876710001,-165.570999146,14,-9,A,America/Anchorage,airport,OurAirports
5445,7213,Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.9608001709,-162.88099670399998,30,-9,A,America/Anchorage,airport,OurAirports
5446,7214,Nikolai Airport,Nikolai,United States,NIB,PAFS,63.0186,-154.358002,441,-9,A,America/Anchorage,airport,OurAirports
5447,7217,Akiak Airport,Akiak,United States,AKI,PFAK,60.9029006958,-161.231002808,30,-9,A,America/Anchorage,airport,OurAirports
5448,7220,Wainwright Airport,Wainwright,United States,AIN,PAWI,70.6380004883,-159.994995117,41,-9,A,America/Anchorage,airport,OurAirports
5455,7235,Tok Junction Airport,Tok,United States,TKJ,PFTO,63.32949829,-142.9539948,1639,-9,A,America/Anchorage,airport,OurAirports
5456,7236,Circle City /New/ Airport,Circle,United States,IRC,PACR,65.83049799999999,-144.076008,613,-9,A,America/Anchorage,airport,OurAirports
5457,7240,Sleetmute Airport,Sleetmute,United States,SLQ,PASL,61.7005004883,-157.166000366,190,-9,A,America/Anchorage,airport,OurAirports
5460,7245,Minchumina Airport,Lake Minchumina,United States,LMA,PAMH,63.886002000000005,-152.30200200000002,678,-9,A,America/Anchorage,airport,OurAirports
5461,7246,Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,PAML,64.99759674069999,-150.643997192,270,-9,A,America/Anchorage,airport,OurAirports
5462,7251,Natuashish Airport,Natuashish,Canada,YNP,CNH2,55.913897999999996,-61.184399,30,-4,A,America/Halifax,airport,OurAirports
5463,7252,Postville Airport,Postville,Canada,YSO,CCD4,54.9105,-59.78507,193,-4,A,America/Halifax,airport,OurAirports
5464,7253,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,CYKG,61.5886001587,-71.929397583,501,-5,A,America/Toronto,airport,OurAirports
5466,7255,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,CYGV,50.281898498535156,-63.61140060424805,124,-5,A,America/Toronto,airport,OurAirports
5475,7266,Rainbow Lake Airport,Rainbow Lake,Canada,YOP,CYOP,58.49140167236328,-119.40799713134766,1759,-7,A,America/Edmonton,airport,OurAirports
5483,7277,Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,64.190804,-114.07700200000001,1208,-7,A,America/Edmonton,airport,OurAirports
5496,7309,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,VI22,18.338600158691406,-64.94069671630861,0,-4,A,America/St_Thomas,airport,OurAirports
5499,7313,Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,-20.4463005066,-66.8483963013,11136,-4,U,America/La_Paz,airport,OurAirports
5500,7317,Rurenabaque Airport,Rerrenabaque,Bolivia,RBQ,SLRQ,-14.4279003143,-67.4968032837,676,-4,U,America/La_Paz,airport,OurAirports
5529,7355,Los Colonizadores Airport,Saravena,Colombia,RVE,SKSA,6.951867999999999,-71.857179,680,-5,U,America/Bogota,airport,OurAirports
5531,7359,Villa Garzón Airport,Villa Garzon,Colombia,VGZ,SKVG,0.978767,-76.6056,1248,-5,U,America/Bogota,airport,OurAirports
5536,7364,Cabo Frio Airport,Cabo Frio,Brazil,CFB,SBCB,-22.921699523900003,-42.0742988586,23,-3,S,America/Sao_Paulo,airport,OurAirports
5537,7367,Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,SWSI,-11.885000228881836,-55.58610916137695,1227,-4,S,America/Campo_Grande,airport,OurAirports
5538,7368,Gurupi Airport,Gurupi,Brazil,GRP,SWGI,-11.73960018157959,-49.13219833374024,1148,-3,S,America/Fortaleza,airport,OurAirports
5539,7369,Santana do Araguaia Airport,Santana do Araguaia,Brazil,CMP,SNKE,-9.31997013092041,-50.32849884033203,597,-3,S,America/Belem,airport,OurAirports
5540,7370,Breves Airport,Breves,Brazil,BVS,SNVS,-1.6365300416946411,-50.44359970092773,98,-3,S,America/Belem,airport,OurAirports
5542,7372,Parintins Airport,Parintins,Brazil,PIN,SWPI,-2.6730198860168457,-56.777198791503906,87,-4,S,America/Boa_Vista,airport,OurAirports
5543,7373,Barreiras Airport,Barreiras,Brazil,BRA,SNBR,-12.078900337219238,-45.00899887084961,2447,-3,S,America/Fortaleza,airport,OurAirports
5544,7374,Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,SWST,-10.4647216796875,-50.51861190795898,663,-4,S,America/Campo_Grande,airport,OurAirports
5545,7375,Minaçu Airport,Minacu,Brazil,MQH,SBMC,-13.5491,-48.195301,1401,-3,S,America/Sao_Paulo,airport,OurAirports
5546,7376,Araguaína Airport,Araguaina,Brazil,AUX,SWGN,-7.227869999999999,-48.240501,771,-3,S,America/Fortaleza,airport,OurAirports
5550,7380,Dourados Airport,Dourados,Brazil,DOU,SSDO,-22.2019,-54.926601,1503,-4,S,America/Campo_Grande,airport,OurAirports
5552,7382,Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,SWRD,-16.586,-54.7248,1467,-4,S,America/Campo_Grande,airport,OurAirports
5553,7383,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,GPB,SBGU,-25.3875007629,-51.520198822,3494,-3,S,America/Sao_Paulo,airport,OurAirports
5554,7384,Santa Terezinha Airport,Joacaba,Brazil,JCB,SSJA,-27.1714000702,-51.5532989502,2546,-3,S,America/Sao_Paulo,airport,OurAirports
5555,7394,General Leite de Castro Airport,Rio Verde,Brazil,RVD,SWLC,-17.8347225189209,-50.95611190795898,2464,-3,S,America/Sao_Paulo,airport,OurAirports
5556,7395,Romeu Zema Airport,Araxa,Brazil,AAX,SBAX,-19.563199996948,-46.960399627686,3276,-3,S,America/Sao_Paulo,airport,OurAirports
5559,7398,Coari Airport,Coari,Brazil,CIZ,SWKO,-4.1340599060058585,-63.13259887695313,131,-4,S,America/Boa_Vista,airport,OurAirports
5560,7399,Barcelos Airport,Barcelos,Brazil,BAZ,SWBC,-0.981292,-62.919601,112,-4,S,America/Boa_Vista,airport,OurAirports
5562,7407,Guanambi Airport,Guanambi,Brazil,GNM,SNGI,-14.208200454711914,-42.74610137939453,1815,-3,S,America/Fortaleza,airport,OurAirports
5571,7417,Wilwal International Airport,Jijiga,Ethiopia,JIJ,HAJJ,9.3325,42.9121,5954,3,U,Africa/Addis_Ababa,airport,OurAirports
5578,7424,Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,HKMS,-1.406111,35.008057,5200,3,U,Africa/Nairobi,airport,OurAirports
5588,7447,Enfidha - Hammamet International Airport,Enfidha,Tunisia,NBE,DTNH,36.075833,10.438611,21,1,U,Africa/Tunis,airport,OurAirports
5594,7453,Hatay Airport,Hatay,Turkey,HTY,LTDA,36.36277771,36.282222747800006,269,3,U,Europe/Istanbul,airport,OurAirports
5597,7456,Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,-23.8852005005,-147.662002563,7,-10,N,Pacific/Tahiti,airport,OurAirports
5598,7457,Foshan Shadi Airport,Foshan,China,FUO,ZGFS,23.0832996368,113.069999695,6,8,N,Asia/Shanghai,airport,OurAirports
5600,7459,Lleida-Alguaire Airport,Lleida,Spain,ILD,LEDA,41.728184999999996,0.5350229999999999,1170,1,E,Europe/Madrid,airport,OurAirports
5608,7470,Ulgii Mongolei Airport,Olgii,Mongolia,ULG,ZMUL,48.9933013916,89.92250061040001,5732,7,U,Asia/Hovd,airport,OurAirports
5609,7472,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,KQT,UTDT,37.86640167236328,68.86470031738281,1473,5,U,Asia/Dushanbe,airport,OurAirports
5623,7490,Al Najaf International Airport,Najaf,Iraq,NJF,ORNI,31.989853000000004,44.404317,103,3,U,Asia/Baghdad,airport,OurAirports
